job,education,contact,poutcome,age_group,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,y
services,high.school,cellular,failure,pre-retirement(46-64y),2.7666666666666666,1,0,1,-0.1,93.2,-42.0,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),1.1666666666666667,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),6.033333333333333,2,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),3.7,2,0,0,1.4,94.465,-41.8,no
entrepreneur,high.school,telephone,nonexistent,pre-retirement(46-64y),1.9666666666666666,1,0,0,1.1,93.994,-36.4,no
unemployed,basic.9y,telephone,nonexistent,mid-career(31-45y),22.016666666666666,2,0,0,1.1,93.994,-36.4,yes
blue-collar,high.school,telephone,success,pre-retirement(46-64y),1.2,6,6,1,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.75,1,0,0,-1.8,92.893,-46.2,no
services,high.school,telephone,nonexistent,mid-career(31-45y),2.4166666666666665,1,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,nonexistent,youth segment(17-30y),2.9166666666666665,1,0,0,-1.8,92.893,-46.2,no
services,basic.9y,cellular,nonexistent,mid-career(31-45y),4.716666666666667,2,0,0,-0.1,93.2,-42.0,no
self-employed,basic.9y,cellular,nonexistent,mid-career(31-45y),4.316666666666666,1,0,0,1.4,93.918,-42.7,no
management,university.degree,cellular,nonexistent,mid-career(31-45y),1.2833333333333334,6,0,0,1.4,93.444,-36.1,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),2.9166666666666665,1,0,0,1.1,93.994,-36.4,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.0666666666666667,4,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),8.4,1,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),5.983333333333333,2,0,0,1.4,94.465,-41.8,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),1.65,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.9,2,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),1.0833333333333333,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,success,youth segment(17-30y),2.95,1,13,1,-1.8,93.876,-40.0,no
blue-collar,basic.9y,cellular,nonexistent,pre-retirement(46-64y),3.6666666666666665,1,0,0,-1.8,92.893,-46.2,no
management,university.degree,telephone,success,mid-career(31-45y),3.35,1,6,2,-1.7,94.027,-38.3,yes
technician,professional.course,cellular,nonexistent,mid-career(31-45y),2.6,2,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,telephone,nonexistent,youth segment(17-30y),4.7,1,0,0,1.1,93.994,-36.4,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),1.9833333333333334,2,0,0,1.4,94.465,-41.8,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),4.133333333333334,1,0,0,1.4,93.444,-36.1,no
admin.,high.school,telephone,nonexistent,youth segment(17-30y),0.8,2,0,0,1.4,94.465,-41.8,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),4.233333333333333,3,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),1.4666666666666666,1,0,0,1.4,93.444,-36.1,no
technician,high.school,telephone,nonexistent,pre-retirement(46-64y),1.3,1,0,0,1.4,94.465,-41.8,no
entrepreneur,university.degree,cellular,nonexistent,mid-career(31-45y),10.65,1,0,0,1.4,93.918,-42.7,no
housemaid,basic.6y,telephone,nonexistent,mid-career(31-45y),3.75,3,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),2.0,6,0,0,1.4,93.918,-42.7,no
management,basic.6y,telephone,nonexistent,pre-retirement(46-64y),3.0166666666666666,16,0,0,1.4,94.465,-41.8,no
technician,high.school,cellular,nonexistent,pre-retirement(46-64y),3.35,4,0,0,1.4,93.918,-42.7,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),4.966666666666667,1,0,0,-1.8,92.893,-46.2,no
management,,telephone,nonexistent,pre-retirement(46-64y),2.066666666666667,3,0,0,1.4,94.465,-41.8,no
retired,high.school,cellular,nonexistent,pre-retirement(46-64y),2.4166666666666665,1,0,0,-0.1,93.2,-42.0,no
services,high.school,telephone,success,mid-career(31-45y),4.516666666666667,2,3,2,-3.4,92.649,-30.1,yes
management,university.degree,telephone,nonexistent,mid-career(31-45y),2.7333333333333334,1,0,0,1.1,93.994,-36.4,no
housemaid,university.degree,telephone,nonexistent,mid-career(31-45y),3.9166666666666665,3,0,0,1.4,94.465,-41.8,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),0.9166666666666666,2,0,0,1.4,94.465,-41.8,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),7.083333333333333,1,0,0,-1.1,94.199,-37.5,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),81.96666666666667,1,0,0,-0.1,93.2,-42.0,no
student,high.school,cellular,nonexistent,youth segment(17-30y),1.8833333333333333,1,0,0,-3.4,92.431,-26.9,yes
management,university.degree,cellular,failure,mid-career(31-45y),7.366666666666666,2,0,3,-1.7,94.055,-39.8,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),6.083333333333333,1,0,0,-1.8,93.075,-47.1,no
management,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.1,6,0,0,-1.8,93.749,-34.6,no
retired,basic.6y,cellular,nonexistent,pre-retirement(46-64y),1.4833333333333334,2,0,0,1.4,93.918,-42.7,no
entrepreneur,high.school,telephone,nonexistent,pre-retirement(46-64y),5.233333333333333,2,0,0,1.1,93.994,-36.4,no
blue-collar,,cellular,nonexistent,mid-career(31-45y),4.033333333333333,7,0,0,1.4,93.918,-42.7,no
blue-collar,basic.9y,telephone,nonexistent,youth segment(17-30y),2.7666666666666666,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,cellular,nonexistent,youth segment(17-30y),2.05,4,0,0,1.4,93.918,-42.7,no
housemaid,basic.4y,telephone,success,retirees(65+),2.25,8,3,1,-3.4,92.649,-30.1,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),4.183333333333334,3,0,0,-1.7,94.215,-40.3,yes
admin.,,cellular,nonexistent,pre-retirement(46-64y),5.766666666666667,3,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,failure,pre-retirement(46-64y),19.433333333333334,3,0,1,-1.1,94.767,-50.8,no
retired,basic.6y,cellular,nonexistent,retirees(65+),3.533333333333333,2,0,0,-3.4,92.431,-26.9,yes
unemployed,high.school,telephone,nonexistent,mid-career(31-45y),3.65,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),10.516666666666667,2,0,0,-0.1,93.2,-42.0,yes
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),6.25,2,0,0,1.1,93.994,-36.4,no
student,basic.9y,cellular,success,youth segment(17-30y),3.683333333333333,2,6,1,-3.4,92.431,-26.9,yes
blue-collar,basic.9y,cellular,nonexistent,youth segment(17-30y),4.066666666666666,7,0,0,1.4,93.918,-42.7,no
entrepreneur,basic.9y,telephone,nonexistent,mid-career(31-45y),1.3666666666666667,1,0,0,1.1,93.994,-36.4,no
services,high.school,telephone,nonexistent,mid-career(31-45y),19.633333333333333,3,0,0,1.4,94.465,-41.8,no
management,,cellular,nonexistent,mid-career(31-45y),3.45,1,0,0,-0.1,93.2,-42.0,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),1.0,7,0,0,1.4,93.918,-42.7,no
blue-collar,high.school,telephone,nonexistent,pre-retirement(46-64y),3.3666666666666667,4,0,0,1.1,93.994,-36.4,no
admin.,basic.6y,telephone,nonexistent,mid-career(31-45y),1.0833333333333333,1,0,0,1.1,93.994,-36.4,no
student,,cellular,failure,youth segment(17-30y),7.55,1,0,1,-1.7,94.027,-38.3,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.2833333333333333,7,0,0,-1.8,92.893,-46.2,no
technician,university.degree,cellular,nonexistent,pre-retirement(46-64y),13.666666666666666,1,0,0,-1.8,93.876,-40.0,yes
technician,university.degree,cellular,nonexistent,mid-career(31-45y),2.066666666666667,2,0,0,-0.1,93.2,-42.0,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),13.65,3,0,0,1.4,93.918,-42.7,yes
entrepreneur,high.school,cellular,nonexistent,pre-retirement(46-64y),4.283333333333333,1,0,0,-1.8,93.075,-47.1,no
technician,professional.course,telephone,nonexistent,youth segment(17-30y),3.4166666666666665,3,0,0,1.1,93.994,-36.4,no
services,high.school,telephone,nonexistent,mid-career(31-45y),1.7,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,telephone,failure,mid-career(31-45y),2.283333333333333,7,0,1,-1.8,92.893,-46.2,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),3.466666666666667,1,0,0,1.4,94.465,-41.8,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),6.2,1,0,0,-1.8,93.075,-47.1,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),31.116666666666667,6,0,0,1.1,93.994,-36.4,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.65,1,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),2.3,3,0,0,1.4,93.444,-36.1,no
services,high.school,cellular,nonexistent,mid-career(31-45y),3.7333333333333334,1,0,0,-1.8,92.893,-46.2,no
self-employed,university.degree,cellular,nonexistent,pre-retirement(46-64y),9.466666666666667,3,0,0,1.4,93.918,-42.7,no
unemployed,high.school,cellular,success,youth segment(17-30y),3.1333333333333333,1,3,3,-1.7,94.027,-38.3,no
blue-collar,high.school,cellular,failure,mid-career(31-45y),5.966666666666667,2,0,1,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),3.4833333333333334,3,0,0,1.4,93.444,-36.1,no
management,basic.4y,cellular,nonexistent,mid-career(31-45y),2.9166666666666665,4,0,0,-1.8,92.893,-46.2,no
blue-collar,professional.course,telephone,nonexistent,mid-career(31-45y),2.3333333333333335,3,0,0,1.1,93.994,-36.4,no
blue-collar,high.school,telephone,nonexistent,mid-career(31-45y),3.4833333333333334,2,0,0,1.1,93.994,-36.4,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.6833333333333333,3,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.15,2,0,0,-3.4,92.379,-29.8,no
blue-collar,,cellular,nonexistent,pre-retirement(46-64y),1.2166666666666666,3,0,0,-1.1,94.601,-49.5,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),2.1333333333333333,1,0,0,1.1,93.994,-36.4,no
admin.,basic.9y,cellular,nonexistent,pre-retirement(46-64y),1.2833333333333334,1,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),3.7666666666666666,1,0,0,1.4,94.465,-41.8,no
retired,university.degree,telephone,nonexistent,pre-retirement(46-64y),3.9166666666666665,5,0,0,1.1,93.994,-36.4,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),2.216666666666667,3,0,0,1.4,94.465,-41.8,no
unemployed,high.school,telephone,nonexistent,mid-career(31-45y),4.583333333333333,2,0,0,1.1,93.994,-36.4,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),3.55,2,0,0,1.4,93.918,-42.7,no
management,university.degree,telephone,nonexistent,youth segment(17-30y),3.5166666666666666,3,0,0,1.1,93.994,-36.4,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),4.25,1,0,0,-2.9,92.201,-31.4,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),2.3666666666666667,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,nonexistent,mid-career(31-45y),10.566666666666666,1,0,0,-3.4,92.431,-26.9,no
,,telephone,nonexistent,mid-career(31-45y),6.033333333333333,4,0,0,1.1,93.994,-36.4,no
housemaid,basic.4y,cellular,nonexistent,mid-career(31-45y),0.38333333333333336,14,0,0,1.4,93.444,-36.1,no
admin.,university.degree,cellular,success,youth segment(17-30y),2.5833333333333335,1,4,1,-2.9,92.201,-31.4,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),15.833333333333334,4,0,0,1.4,94.465,-41.8,no
admin.,professional.course,cellular,nonexistent,pre-retirement(46-64y),16.683333333333334,3,0,0,1.4,93.918,-42.7,yes
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),3.033333333333333,2,0,0,1.1,93.994,-36.4,yes
admin.,university.degree,cellular,failure,pre-retirement(46-64y),1.8333333333333333,2,0,1,-0.1,93.2,-42.0,no
blue-collar,basic.6y,cellular,nonexistent,pre-retirement(46-64y),2.2333333333333334,3,0,0,1.4,93.444,-36.1,no
services,basic.6y,telephone,nonexistent,mid-career(31-45y),3.6,2,0,0,1.1,93.994,-36.4,no
entrepreneur,high.school,cellular,failure,pre-retirement(46-64y),3.3,1,0,1,-1.1,94.199,-37.5,no
retired,basic.4y,telephone,nonexistent,pre-retirement(46-64y),1.4666666666666666,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,cellular,nonexistent,pre-retirement(46-64y),7.083333333333333,2,0,0,1.4,93.918,-42.7,no
student,university.degree,cellular,nonexistent,youth segment(17-30y),1.8166666666666667,3,0,0,-2.9,92.469,-33.6,no
services,high.school,telephone,nonexistent,mid-career(31-45y),4.5,1,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),5.133333333333334,1,0,0,-1.8,93.075,-47.1,no
management,university.degree,cellular,nonexistent,pre-retirement(46-64y),1.7666666666666666,1,0,0,-0.1,93.2,-42.0,no
self-employed,basic.9y,cellular,nonexistent,mid-career(31-45y),1.0666666666666667,4,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),6.583333333333333,3,0,0,1.4,93.444,-36.1,no
blue-collar,basic.9y,cellular,nonexistent,mid-career(31-45y),19.783333333333335,3,0,0,1.4,93.918,-42.7,yes
admin.,high.school,telephone,nonexistent,mid-career(31-45y),0.6166666666666667,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),7.116666666666666,1,0,0,1.1,93.994,-36.4,no
technician,professional.course,telephone,nonexistent,youth segment(17-30y),8.466666666666667,2,0,0,1.4,94.465,-41.8,yes
admin.,university.degree,cellular,nonexistent,pre-retirement(46-64y),1.15,6,0,0,1.4,93.444,-36.1,no
blue-collar,,cellular,nonexistent,mid-career(31-45y),2.1333333333333333,7,0,0,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),1.1333333333333333,3,0,0,1.4,93.918,-42.7,no
retired,basic.4y,cellular,failure,retirees(65+),2.316666666666667,5,0,1,-1.8,93.075,-47.1,yes
self-employed,university.degree,cellular,nonexistent,mid-career(31-45y),6.316666666666666,3,0,0,-1.8,93.075,-47.1,no
admin.,high.school,telephone,nonexistent,pre-retirement(46-64y),2.316666666666667,1,0,0,1.1,93.994,-36.4,no
admin.,basic.9y,telephone,nonexistent,youth segment(17-30y),1.2,3,0,0,1.4,94.465,-41.8,no
admin.,university.degree,telephone,nonexistent,youth segment(17-30y),2.05,1,0,0,1.4,93.918,-42.7,no
admin.,high.school,cellular,failure,mid-career(31-45y),2.1,2,0,1,-1.8,92.893,-46.2,no
admin.,university.degree,telephone,nonexistent,youth segment(17-30y),1.6666666666666667,1,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,cellular,failure,youth segment(17-30y),4.783333333333333,1,0,1,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.2,3,0,0,1.4,93.444,-36.1,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),2.7333333333333334,1,0,0,1.4,93.444,-36.1,no
blue-collar,high.school,telephone,nonexistent,mid-career(31-45y),2.0833333333333335,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),8.45,2,0,0,-0.1,93.2,-42.0,no
technician,professional.course,telephone,nonexistent,youth segment(17-30y),2.066666666666667,2,0,0,1.1,93.994,-36.4,no
services,high.school,telephone,nonexistent,mid-career(31-45y),2.216666666666667,1,0,0,1.1,93.994,-36.4,no
blue-collar,,cellular,nonexistent,mid-career(31-45y),2.6,4,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),1.9,1,0,0,1.4,93.444,-36.1,no
blue-collar,basic.6y,telephone,nonexistent,youth segment(17-30y),2.783333333333333,1,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),16.05,2,0,0,1.4,93.918,-42.7,yes
unemployed,professional.course,telephone,nonexistent,mid-career(31-45y),0.2,1,0,0,-1.7,94.055,-39.8,no
management,university.degree,cellular,failure,pre-retirement(46-64y),3.05,1,0,1,-0.1,93.2,-42.0,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),1.5666666666666667,1,0,0,-0.1,93.2,-42.0,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),6.883333333333334,1,0,0,1.4,93.444,-36.1,no
entrepreneur,high.school,cellular,nonexistent,mid-career(31-45y),13.533333333333333,2,0,0,1.4,93.918,-42.7,yes
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),11.766666666666667,9,0,0,1.4,93.918,-42.7,no
housemaid,university.degree,cellular,nonexistent,mid-career(31-45y),1.1833333333333333,4,0,0,1.4,93.918,-42.7,no
blue-collar,professional.course,telephone,nonexistent,pre-retirement(46-64y),0.9833333333333333,3,0,0,1.1,93.994,-36.4,no
technician,basic.9y,cellular,nonexistent,mid-career(31-45y),1.2666666666666666,1,0,0,-1.8,93.075,-47.1,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),1.35,3,0,0,-1.8,92.893,-46.2,no
management,university.degree,cellular,nonexistent,mid-career(31-45y),20.933333333333334,1,0,0,-0.1,93.2,-42.0,no
services,,cellular,nonexistent,youth segment(17-30y),5.3,1,0,0,-1.7,94.055,-39.8,yes
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),0.7166666666666667,9,0,0,1.4,94.465,-41.8,no
blue-collar,high.school,telephone,nonexistent,youth segment(17-30y),0.5333333333333333,3,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),4.683333333333334,4,0,0,1.4,93.444,-36.1,no
technician,professional.course,cellular,nonexistent,youth segment(17-30y),3.566666666666667,1,0,0,-0.1,93.2,-42.0,no
student,high.school,telephone,nonexistent,youth segment(17-30y),3.4833333333333334,1,0,0,-1.1,94.601,-49.5,no
unemployed,professional.course,telephone,nonexistent,mid-career(31-45y),10.283333333333333,2,0,0,1.1,93.994,-36.4,no
housemaid,basic.4y,telephone,nonexistent,mid-career(31-45y),0.6333333333333333,8,0,0,1.4,94.465,-41.8,no
unemployed,,telephone,nonexistent,pre-retirement(46-64y),1.8333333333333333,1,0,0,1.4,94.465,-41.8,no
services,high.school,telephone,nonexistent,mid-career(31-45y),1.8666666666666667,1,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),0.6,1,0,0,1.4,93.444,-36.1,no
technician,professional.course,telephone,nonexistent,mid-career(31-45y),0.7833333333333333,3,0,0,1.4,94.465,-41.8,no
unemployed,high.school,cellular,nonexistent,pre-retirement(46-64y),3.25,6,0,0,1.4,93.918,-42.7,no
self-employed,university.degree,telephone,nonexistent,mid-career(31-45y),1.1,6,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),4.816666666666666,1,0,0,1.1,93.994,-36.4,no
student,high.school,telephone,nonexistent,youth segment(17-30y),7.85,1,0,0,1.4,94.465,-41.8,no
blue-collar,professional.course,cellular,failure,pre-retirement(46-64y),2.0166666666666666,1,0,1,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),4.0,6,0,0,-1.8,92.893,-46.2,no
technician,professional.course,cellular,nonexistent,mid-career(31-45y),9.833333333333334,5,0,0,-1.8,92.893,-46.2,yes
management,high.school,telephone,nonexistent,pre-retirement(46-64y),1.65,3,0,0,1.4,94.465,-41.8,no
admin.,basic.9y,cellular,nonexistent,pre-retirement(46-64y),4.316666666666666,2,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),2.4,2,0,0,1.4,94.465,-41.8,no
self-employed,university.degree,telephone,nonexistent,pre-retirement(46-64y),17.1,2,0,0,1.1,93.994,-36.4,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),4.35,1,0,0,-1.8,93.075,-47.1,yes
management,university.degree,cellular,nonexistent,mid-career(31-45y),4.466666666666667,1,0,0,-1.8,92.893,-46.2,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),1.1833333333333333,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),2.0,1,0,0,-0.1,93.2,-42.0,no
self-employed,university.degree,telephone,nonexistent,mid-career(31-45y),7.65,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,telephone,nonexistent,mid-career(31-45y),2.6666666666666665,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.6y,cellular,nonexistent,mid-career(31-45y),1.0833333333333333,3,0,0,-3.4,92.649,-30.1,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),3.2,1,0,0,1.4,93.444,-36.1,no
technician,university.degree,cellular,nonexistent,mid-career(31-45y),0.5166666666666667,1,0,0,-1.8,92.893,-46.2,no
blue-collar,,telephone,nonexistent,mid-career(31-45y),1.95,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),0.38333333333333336,1,0,0,1.1,93.994,-36.4,no
blue-collar,basic.9y,telephone,nonexistent,mid-career(31-45y),5.55,1,0,0,1.4,94.465,-41.8,no
technician,basic.9y,cellular,nonexistent,mid-career(31-45y),8.333333333333334,3,0,0,1.4,93.918,-42.7,no
entrepreneur,,cellular,nonexistent,pre-retirement(46-64y),3.45,2,0,0,-1.8,93.075,-47.1,no
admin.,university.degree,cellular,nonexistent,youth segment(17-30y),1.95,1,0,0,-0.1,93.2,-42.0,no
blue-collar,high.school,cellular,failure,mid-career(31-45y),7.766666666666667,1,0,1,-1.8,92.893,-46.2,no
blue-collar,basic.9y,telephone,nonexistent,pre-retirement(46-64y),3.75,1,0,0,1.1,93.994,-36.4,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),12.616666666666667,2,0,0,1.4,94.465,-41.8,no
technician,university.degree,telephone,nonexistent,mid-career(31-45y),3.433333333333333,1,0,0,1.4,94.465,-41.8,no
management,university.degree,cellular,nonexistent,mid-career(31-45y),5.116666666666666,1,0,0,-1.8,93.075,-47.1,no
housemaid,professional.course,cellular,success,retirees(65+),5.833333333333333,1,6,2,-1.7,94.027,-38.3,yes
services,high.school,cellular,failure,mid-career(31-45y),1.6833333333333333,1,0,1,-1.8,93.075,-47.1,no
technician,university.degree,cellular,failure,youth segment(17-30y),2.55,1,0,1,-0.1,93.2,-42.0,no
blue-collar,high.school,cellular,nonexistent,youth segment(17-30y),3.533333333333333,1,0,0,1.4,93.918,-42.7,no
student,high.school,cellular,failure,youth segment(17-30y),2.65,2,10,4,-1.7,94.027,-38.3,no
services,high.school,telephone,nonexistent,pre-retirement(46-64y),0.6833333333333333,28,0,0,1.4,94.465,-41.8,no
technician,high.school,telephone,nonexistent,mid-career(31-45y),2.15,1,0,0,1.4,93.444,-36.1,no
retired,professional.course,telephone,nonexistent,pre-retirement(46-64y),1.2333333333333334,3,0,0,-1.8,93.075,-47.1,no
admin.,high.school,cellular,nonexistent,youth segment(17-30y),4.333333333333333,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),3.3833333333333333,3,0,0,1.4,93.918,-42.7,no
blue-collar,basic.6y,telephone,nonexistent,mid-career(31-45y),6.333333333333333,1,0,0,1.1,93.994,-36.4,no
admin.,basic.9y,cellular,nonexistent,youth segment(17-30y),5.35,2,0,0,-1.8,93.075,-47.1,no
technician,university.degree,cellular,success,mid-career(31-45y),2.8333333333333335,1,6,1,-3.4,92.431,-26.9,yes
retired,high.school,cellular,failure,retirees(65+),3.966666666666667,1,0,2,-1.1,94.199,-37.5,no
technician,university.degree,telephone,nonexistent,mid-career(31-45y),7.383333333333334,2,0,0,1.4,94.465,-41.8,no
unemployed,basic.9y,cellular,nonexistent,pre-retirement(46-64y),4.933333333333334,1,0,0,-1.8,92.893,-46.2,yes
management,high.school,cellular,nonexistent,youth segment(17-30y),2.0833333333333335,1,0,0,1.4,93.918,-42.7,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),7.216666666666667,3,0,0,1.4,93.444,-36.1,no
blue-collar,basic.4y,cellular,nonexistent,mid-career(31-45y),2.066666666666667,2,0,0,-1.8,92.893,-46.2,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),5.583333333333333,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,telephone,nonexistent,mid-career(31-45y),3.066666666666667,2,0,0,1.1,93.994,-36.4,no
blue-collar,basic.4y,telephone,nonexistent,pre-retirement(46-64y),3.1666666666666665,4,0,0,1.4,94.465,-41.8,no
technician,high.school,cellular,nonexistent,mid-career(31-45y),1.35,3,0,0,1.4,93.444,-36.1,no
services,high.school,telephone,nonexistent,mid-career(31-45y),1.6,5,0,0,1.1,93.994,-36.4,no
management,university.degree,telephone,nonexistent,mid-career(31-45y),6.35,2,0,0,1.1,93.994,-36.4,no
technician,professional.course,telephone,nonexistent,youth segment(17-30y),1.3333333333333333,3,0,0,1.4,94.465,-41.8,no
admin.,university.degree,cellular,nonexistent,mid-career(31-45y),3.316666666666667,2,0,0,1.4,93.444,-36.1,no
technician,professional.course,cellular,failure,youth segment(17-30y),2.1166666666666667,2,0,1,-0.1,93.2,-42.0,no
technician,professional.course,cellular,nonexistent,youth segment(17-30y),1.2666666666666666,7,0,0,1.4,93.918,-42.7,no
services,basic.6y,cellular,nonexistent,pre-retirement(46-64y),5.433333333333334,6,0,0,1.4,93.918,-42.7,no
services,high.school,cellular,nonexistent,pre-retirement(46-64y),2.2,1,0,0,1.4,93.444,-36.1,no
technician,university.degree,telephone,nonexistent,youth segment(17-30y),2.4166666666666665,5,0,0,-0.1,93.2,-42.0,no
blue-collar,basic.6y,telephone,nonexistent,youth segment(17-30y),2.966666666666667,2,0,0,1.1,93.994,-36.4,no
self-employed,university.degree,cellular,nonexistent,youth segment(17-30y),2.933333333333333,2,0,0,1.4,93.444,-36.1,no
services,high.school,cellular,nonexistent,mid-career(31-45y),3.433333333333333,6,0,0,1.4,93.918,-42.7,no
self-employed,university.degree,cellular,nonexistent,mid-career(31-45y),1.4,1,0,0,1.4,93.918,-42.7,no
admin.,university.degree,telephone,nonexistent,pre-retirement(46-64y),1.2,5,0,0,1.1,93.994,-36.4,no
housemaid,basic.4y,cellular,nonexistent,mid-career(31-45y),3.25,1,0,0,1.4,93.444,-36.1,no
technician,university.degree,telephone,nonexistent,mid-career(31-45y),5.333333333333333,3,0,0,1.1,93.994,-36.4,no
management,,cellular,failure,mid-career(31-45y),1.2333333333333334,1,0,1,-0.1,93.2,-42.0,no
